"Label","String","Translation",""
"Hint_VB_23","Hopefully the captain will go on
to be a legend now.","Hopefully the captain will go on
to be a legend now.",""
"Letter_Luigi01","Heya, Big Bro!
It's-a me, Luigi.
You know—your brother, Luigi.
With the green hat?  Have you visited the","Heya, Big Bro!
It's-a me, Luigi.
You know—your brother, Luigi.
With the green hat?  Have you visited the"," "
"Hint_R3_15","Remember, you can summon
Draggadon with the fishing pole
and the Magma Burger.  Just gotta be standing in
the right place...","Remember, you can summon
Draggadon with the fishing pole
and the Magma Burger.  Just gotta be standing in
the right place...",""
"Hint_B4_04","That Snifit hooked us up with all the
cards we need. Let's go win that
game show!","That Snifit hooked us up with all the
cards we need. Let's go win that
game show!",""
"Hint_Y4_27","Gotta hand it to the chef... He sure
knows how to build hype. I suppose
it helps that the fare he serves is
so...rejuvenative.","Gotta hand it to the chef... He sure
knows how to build hype. I suppose
it helps that the fare he serves is
so...rejuvenative.",""
"Hint_VB_24","Is the treasure really all gone?
Did you check each chest carefully?
You know, like REALLY carefully?
Maybe even get inside them all!","Is the treasure really all gone?
Did you check each chest carefully?
You know, like REALLY carefully?
Maybe even get inside them all!",""
"Letter_Luigi02","Heya, Big Bro!
It's-a Luigi again.
You know—your brother
with the L on his hat?  You ever read-a the explanations
on-a your Thing cards?  I know you're not-a the type to read
directions, but you might-a find a
hint about when to use them!","Heya, Big Bro!
It's-a Luigi again.
You know—your brother
with the L on his hat?  You ever read-a the explanations
on-a your Thing cards?  I know you're not-a the type to read
directions, but you might-a find a
hint about when to use them!",""
"Hint_R3_16","All right, we should be able to get
that Mini Paint Star now...with a
little help from Draggadon.","All right, we should be able to get
that Mini Paint Star now...with a
little help from Draggadon.",""
"Hint_RB_21","That sure was nice of the Chosen
Toads to help us out. We should go
visit them sometime, seeing as
they're stuck in that gate forever...","That sure was nice of the Chosen
Toads to help us out. We should go
visit them sometime, seeing as
they're stuck in that gate forever...",""
"Hint_B4_05","Whoa! Mini Paint Star dead ahead!
What are you waiting for? Grab it!","Whoa! Mini Paint Star dead ahead!
What are you waiting for? Grab it!",""
"Hint_Y4_28","We need to help the chef out.
It's the right thing to do...and
we need that Paint Star from
his café!","We need to help the chef out.
It's the right thing to do...and
we need that Paint Star from
his café!",""
"Hint_V3_01","There's got to be a way to get past
that giant whirlpool, and I'm sure
we'll find the answer on this
island somewhere.","There's got to be a way to get past
that giant whirlpool, and I'm sure
we'll find the answer on this
island somewhere.",""
"Hint_VB_25","Let's go see what's happening with
the volcano in the parallel world.
Maybe there's something we can do.","Let's go see what's happening with
the volcano in the parallel world.
Maybe there's something we can do.",""
"Letter_Luigi03","Heya, Big Bro!
It's-a me, Luigi.
Remember? We grew up together?  I just wanted to warn you.
Beware of a black Shy Guy in a red
mask. He's-a serious trouble!  He's called the Shy Bandit, and he
slurps the color out of places where
the color's already been restored.  If you do happen to run into him,
try to put a stop to him before he
slurps up too much paint!","Heya, Big Bro!
It's-a me, Luigi.
Remember? We grew up together?  I just wanted to warn you.
Beware of a black Shy Guy in a red
mask. He's-a serious trouble!  He's called the Shy Bandit, and he
slurps the color out of places where
the color's already been restored.  If you do happen to run into him,
try to put a stop to him before he
slurps up too much paint!",""
"Hint_R3_17","Did...did you hear that?","Did...did you hear that?",""
"Hint_RB_22","Morton is holding the Big Paint Star
hostage at the top of the Crimson
Tower. Let's go get him!","Morton is holding the Big Paint Star
hostage at the top of the Crimson
Tower. Let's go get him!",""
"Hint_B4_06","Well, I guess we have no choice but
to go in this pipe.","Well, I guess we have no choice but
to go in this pipe.",""
"Hint_Y2_20","This is terrible! That bomb must
have exploded with black paint!","This is terrible! That bomb must
have exploded with black paint!",""
"Hint_Y4_29","Mario! We can't just leave the chef
locked up like this.","Mario! We can't just leave the chef
locked up like this.",""
"Hint_G2_01","I know we just got here, but I can
already smell paint. There's
definitely a Mini Paint Star nearby.","I know we just got here, but I can
already smell paint. There's
definitely a Mini Paint Star nearby.",""
"Letter_Luigi04","Heya, Big Bro!
It's-a me, Luigi!
You know—your brother with the
mustache?  Have you noticed enemies muttering
to themselves during battle at all?  Well, sometimes they might be
muttering about their insecurities
and stuff. Things they're weak
against, ya know?  Trust me—I know a little something
about insecurities! Hope you're
thinking about me!","Heya, Big Bro!
It's-a me, Luigi!
You know—your brother with the
mustache?  Have you noticed enemies muttering
to themselves during battle at all?  Well, sometimes they might be
muttering about their insecurities
and stuff. Things they're weak
against, ya know?  Trust me—I know a little something
about insecurities! Hope you're
thinking about me!",""
"Hint_R3_18","Mario, when we were riding
Draggadon, did you hear a strange
voice near the volcano's entrance?
Let's check it out!","Mario, when we were riding
Draggadon, did you hear a strange
voice near the volcano's entrance?
Let's check it out!",""
"Hint_RB_23","Ooh, baby! I just caught a big whiff
of paint. The Big Paint Star is close!
Let's keep chasing Morton!","Ooh, baby! I just caught a big whiff
of paint. The Big Paint Star is close!
Let's keep chasing Morton!",""
"Hint_B4_07","The Mini Paint Star! 
I bet that's the prize for winning the
game show! Let's do it, Mario!","The Mini Paint Star! 
I bet that's the prize for winning the
game show! Let's do it, Mario!",""
"Hint_Y2_21","All right, we know there's a yellow
Mini Paint Star on the mountain
somewhere... Now, let's go get it!","All right, we know there's a yellow
Mini Paint Star on the mountain
somewhere... Now, let's go get it!",""
"Hint_G2_02","That Toad seems to be pulling on
something. Let's investigate.","That Toad seems to be pulling on
something. Let's investigate.",""
"Hint_VB_27","There's got to be a way to stop
Wendy from catching you with that
ring. I bet the Know-it-All Toad
knows...","There's got to be a way to stop
Wendy from catching you with that
ring. I bet the Know-it-All Toad
knows...",""
"Letter_Luigi05","Heya, Big Bro!
It's-a Luigi again!
The green plumber guy?  Have you heard of this Roshambo
legend called the Rock Paper
Wizard?  I heard a rumor that if you beat him,
you'll win a super-rare card.
I'd like to see it, so try to win
it if you can!","Heya, Big Bro!
It's-a Luigi again!
The green plumber guy?  Have you heard of this Roshambo
legend called the Rock Paper
Wizard?  I heard a rumor that if you beat him,
you'll win a super-rare card.
I'd like to see it, so try to win
it if you can!",""
"Hint_R3_19","Whoa, I can't believe someone
was bold enough to steal paint
from the lava!  Anyway, I wonder if that's why
Draggadon can't get too close...","Whoa, I can't believe someone
was bold enough to steal paint
from the lava!  Anyway, I wonder if that's why
Draggadon can't get too close...",""
"Hint_RB_24","There's no way we're going to beat
Morton as long as he has that
flaming hammer. We should see if
the Know-it-All Toad can help us.","There's no way we're going to beat
Morton as long as he has that
flaming hammer. We should see if
the Know-it-All Toad can help us.",""
"Hint_B4_08","Apparently we'll get some kind of
legendary treasure if we win the
bonus round. It's worth a shot!","Apparently we'll get some kind of
legendary treasure if we win the
bonus round. It's worth a shot!",""
"Hint_G2_03","Let's reunite the yellow Rescue
Squad so they can pull that turnip
out!","Let's reunite the yellow Rescue
Squad so they can pull that turnip
out!",""
"Hint_V4_10","Maybe we should see if anything's
changed behind that broken wall
in the parallel world.","Maybe we should see if anything's
changed behind that broken wall
in the parallel world.",""
"Hint_VB_28","Let's go inside the skull in the normal
world! We need to find that Big
Paint Star!","Let's go inside the skull in the normal
world! We need to find that Big
Paint Star!",""
"Hint_NoPaint","Looks like you don't have the right
color paint to paint this spot.
Try smacking some flowers or trees 
to get more.","Looks like you don't have the right
color paint to paint this spot.
Try smacking some flowers or trees 
to get more.",""
"CradKiritoriTutorial_01","Ah, you're using Cutout! Great!  Let me tell you a little bit about
how this works.  After you cut a card-shaped hole
out of the landscape, you can place
one of your cards in the empty spot.  Choose the right card, and
something strange and wonderful
might happen!  Choose the wrong card, and nothing
will happen. Plus you'll lose the card!
Good luck...","Ah, you're using Cutout! Great!  Let me tell you a little bit about
how this works.  After you cut a card-shaped hole
out of the landscape, you can place
one of your cards in the empty spot.  Choose the right card, and
something strange and wonderful
might happen!  Choose the wrong card, and nothing
will happen. Plus you'll lose the card!
Good luck...",""
"Letter_Luigi06","Heya, Big Bro!
It's-a your brother, Luigi.
Tall guy with the green hat?  Have you ever seen a door with
spinning panels?  Well, once you've been through a 
door, it gains an extra color. Not
red, blue, or yellow like the standard
colors, but a rainbow one!  Maybe you should-a check it
out, eh?","Heya, Big Bro!
It's-a your brother, Luigi.
Tall guy with the green hat?  Have you ever seen a door with
spinning panels?  Well, once you've been through a 
door, it gains an extra color. Not
red, blue, or yellow like the standard
colors, but a rainbow one!  Maybe you should-a check it
out, eh?",""
"Hint_B4_09","Let's get ourselves that Mini Paint
Star!","Let's get ourselves that Mini Paint
Star!",""
"Hint_G2_04","The yellow Rescue Squad is all here!
Let's see if they can pull out the
turnip!","The yellow Rescue Squad is all here!
Let's see if they can pull out the
turnip!",""
"Hint_V4_11","Where there's an Unfurl Block,
there's always an Unfurl Mark
nearby.","Where there's an Unfurl Block,
there's always an Unfurl Mark
nearby.",""
"Hint_VB_29","Let's go back and look at the skull
in the normal world.","Let's go back and look at the skull
in the normal world.",""
"Letter_Luigi07","Heya, Big Bro!
It's-a me again, Luigi!  I'm-a hiding, Bro! Have you found me
yet? Remember when we used to
play hide-and-seek as kids?  I've been hiding in five spots, not
including the lab. They're all places
that you've come and adventured
in so far. Come and find me!","Heya, Big Bro!
It's-a me again, Luigi!  I'm-a hiding, Bro! Have you found me
yet? Remember when we used to
play hide-and-seek as kids?  I've been hiding in five spots, not
including the lab. They're all places
that you've come and adventured
in so far. Come and find me!",""
"Hint_B2_01","Do you smell that salty breeze? We
must be close to the sea.","Do you smell that salty breeze? We
must be close to the sea.",""
"Hint_G2_05","Let's help the Rescue Squad pull the
turnip out!","Let's help the Rescue Squad pull the
turnip out!",""
"Hint_V4_12","Let's go see the lighthouse in the
parallel world!","Let's go see the lighthouse in the
parallel world!",""
"CradKiritoriTutorial_03","Hmm...nothing happened. Hate to
say it, but I think you chose the
wrong card.","Hmm...nothing happened. Hate to
say it, but I think you chose the
wrong card.",""
"Hint_B2_02","I wonder where this Oceanfest thing
is happening.","I wonder where this Oceanfest thing
is happening.",""
"Hint_O3_01","This is a big building. I wonder if it's
some kind of factory.","This is a big building. I wonder if it's
some kind of factory.",""
"Hint_G2_06","The turnip came out!
We should be able to get into that
pipe now!","The turnip came out!
We should be able to get into that
pipe now!",""
"Hint_V3_07","Parallel world? Sounds weird! Let's
go check it out, Mario.","Parallel world? Sounds weird! Let's
go check it out, Mario.",""
"Hint_V4_13","Waugh, it's pitch black!
I can't even see my feet!  Good thing paint is visible in total
darkness!","Waugh, it's pitch black!
I can't even see my feet!  Good thing paint is visible in total
darkness!",""
"V_Exit","Would you like to set sail?   Ĭ
yesno","Would you like to set sail?   Ĭ
yesno",""
"Hint_B2_03","Let's kill some time before Oceanfest
starts. Have you explored all of the
beach yet?","Let's kill some time before Oceanfest
starts. Have you explored all of the
beach yet?",""
"Hint_Y1_01","*sniff sniff*
Gotta love that fresh mountain air!","*sniff sniff*
Gotta love that fresh mountain air!",""
"Hint_O3_02","There are a lot of Toads here... But
it seems like nobody has anything
to do...","There are a lot of Toads here... But
it seems like nobody has anything
to do...",""
"Hint_G2_07","Hmm. There's something where the
pipe used to be. It looks like we can
pull on it.","Hmm. There's something where the
pipe used to be. It looks like we can
pull on it.",""
"Hint_V3_08","Let's see if those Shy Guys can give
us any info on the parallel world.","Let's see if those Shy Guys can give
us any info on the parallel world.",""
"Hint_V4_14","Don't be frugal with your paint here.
Slosh it everywhere to find new
paths!","Don't be frugal with your paint here.
Slosh it everywhere to find new
paths!",""
"Hint_TN_20","If you're not sure where to go, try
talking to some of the Toads around
town. They might be able to point
us in the right direction!","If you're not sure where to go, try
talking to some of the Toads around
town. They might be able to point
us in the right direction!",""
"Hint_B2_04","Let's go check out this Oceanfest
thing.","Let's go check out this Oceanfest
thing.",""
"Hint_B3_10","Something's still not right.
Let's ask the manager what's going
on.","Something's still not right.
Let's ask the manager what's going
on.",""
"Hint_Y1_02","Let's go to the shack and get the
climbing permit from the park ranger.","Let's go to the shack and get the
climbing permit from the park ranger.",""
"Hint_O3_03","If the foreman wants to give us the
Mini Paint Star, who are we to
refuse?","If the foreman wants to give us the
Mini Paint Star, who are we to
refuse?",""
"Hint_G2_08","All right, let's go in the freshly
sprouted pipe! But be gentle—
we don't want to damage it.","All right, let's go in the freshly
sprouted pipe! But be gentle—
we don't want to damage it.",""
"Hint_V3_09","I think we need to build a bridge in
the parallel world. Do you think
you could use your hammer to
make one?","I think we need to build a bridge in
the parallel world. Do you think
you could use your hammer to
make one?",""
"Hint_V4_15","Is there a Thing on the ground
there?","Is there a Thing on the ground
there?",""
"Hint_B2_05","These Toads are really into this
Oceanfest thing. It's kind of weird.
Let's check out the stage.","These Toads are really into this
Oceanfest thing. It's kind of weird.
Let's check out the stage.",""
"Hint_B3_11","They certainly can't have a tea
party without a teapot. Let's go ask
the front desk.","They certainly can't have a tea
party without a teapot. Let's go ask
the front desk.",""
"Hint_Y1_03","Is the park ranger still down in the
dumps? Let's go talk to him.","Is the park ranger still down in the
dumps? Let's go talk to him.",""
"Hint_O3_04","I hope the foreman gets one last
fun job before he retires. Anyway,
there's not much going on here now,
so let's come back later.","I hope the foreman gets one last
fun job before he retires. Anyway,
there's not much going on here now,
so let's come back later.",""
"Hint_O4_10","All we've got to do is bake the pizza,
and we're done. Let's talk to the
head chef in front of the oven.","All we've got to do is bake the pizza,
and we're done. Let's talk to the
head chef in front of the oven.",""
"Hint_G2_09","So nice to be in a normal forest
for once, am I right?!","So nice to be in a normal forest
for once, am I right?!",""
"Hint_V4_16","I wonder if the bright Thing we 
squeezed in the parallel world would
work in the normal world...","I wonder if the bright Thing we 
squeezed in the parallel world would
work in the normal world...",""
"Hint_TN_22","Mario, let's go see if the bridge guy
has fixed that broken bridge in the
blue district yet.","Mario, let's go see if the bridge guy
has fixed that broken bridge in the
blue district yet.",""
"Hint_B2_06","Are you going to find those Toads
or what? I'd help you, but that
would be cheating.","Are you going to find those Toads
or what? I'd help you, but that
would be cheating.",""
"Hint_B3_12","Let's grab the purple Mini Paint Star
and then head to Plum Park to find
that teapot!","Let's grab the purple Mini Paint Star
and then head to Plum Park to find
that teapot!",""
"Hint_Y1_04","I feel like I've seen something in this
room with the same mark that the
Unfurl Block has.","I feel like I've seen something in this
room with the same mark that the
Unfurl Block has.",""
"Hint_YB_01","Do you hear that? The crowd is
roaring! This is exciting!","Do you hear that? The crowd is
roaring! This is exciting!",""
"Hint_O3_05","The broken train at Kiwano Temple
must have come here. Let's go see
how the repair job is coming along!","The broken train at Kiwano Temple
must have come here. Let's go see
how the repair job is coming along!",""
"Hint_V4_17","The lighthouse is lit up again! 
Let's return to the ship.","The lighthouse is lit up again! 
Let's return to the ship.",""
"Hint_B2_07","Kinda surprised that you gave up on
the Toad-hunting thing. Where's
your Oceanfest spirit?! C'mon, Mario!
We can win this thing!","Kinda surprised that you gave up on
the Toad-hunting thing. Where's
your Oceanfest spirit?! C'mon, Mario!
We can win this thing!",""
"Hint_B3_13","Let's deliver the teapot and get
the party started!
WOOOOOOOOOOOOOO!","Let's deliver the teapot and get
the party started!
WOOOOOOOOOOOOOO!",""
"Hint_YB_02","I think the Shy Guy at the ticket
counter was trying to get your
attention...","I think the Shy Guy at the ticket
counter was trying to get your
attention...",""
"Hint_O3_06","I wonder what the engine used to
look like... It would be helpful if
there was a chart or a diagram
around here somewhere.","I wonder what the engine used to
look like... It would be helpful if
there was a chart or a diagram
around here somewhere.",""
"Hint_O4_12","I wonder if it turned out OK.
Can you hear my heart pounding...?","I wonder if it turned out OK.
Can you hear my heart pounding...?",""
"Hint_V4_18","Let's go back to the ship and go get
that Mini Paint Star!","Let's go back to the ship and go get
that Mini Paint Star!",""
"Hint_B2_08","Nice! You found all of the Toads.
Let's go to the stage and report it.","Nice! You found all of the Toads.
Let's go to the stage and report it.",""
"Hint_B3_14","Looks like the hotel is back to 
normal! It's only slightly less creepy
though.","Looks like the hotel is back to 
normal! It's only slightly less creepy
though.",""
"Hint_Y1_06","The park ranger should be in a
better mood now. Maybe he'll give
us a climbing permit?","The park ranger should be in a
better mood now. Maybe he'll give
us a climbing permit?",""
"Hint_YB_03","Mario, we've got a chance to get
a Big Paint Star here! Let's go sign
up for the Battle Royal!","Mario, we've got a chance to get
a Big Paint Star here! Let's go sign
up for the Battle Royal!",""
"Hint_O3_07","Take a look at the chart, and be
sure to talk to the Toads in charge
of each section. We'll get this engine
running again in no time!","Take a look at the chart, and be
sure to talk to the Toads in charge
of each section. We'll get this engine
running again in no time!",""
"Hint_O4_13","Huh...I guess they didn't like our
pizza. Let's see if the customers
have any feedback for us.","Huh...I guess they didn't like our
pizza. Let's see if the customers
have any feedback for us.",""
"Hint_V4_19","Right, let's take the Mini Paint Star
and set sail!","Right, let's take the Mini Paint Star
and set sail!",""
"Hint_TN_25","All right, let's follow Rainbow Road
and go rescue Princess Peach!","All right, let's follow Rainbow Road
and go rescue Princess Peach!",""
"Hint_R1_01","We're looking for Paint Stars,
remember? Let's get a move on!","We're looking for Paint Stars,
remember? Let's get a move on!",""
"Hint_B2_09","Let's check out the main event.
Talk to the yellow host Toad on
the stage.","Let's check out the main event.
Talk to the yellow host Toad on
the stage.",""
"Hint_B3_15","Some of the spooky Toads in the
hotel still need our help. Let's talk
to the staff and gather some clues.","Some of the spooky Toads in the
hotel still need our help. Let's talk
to the staff and gather some clues.",""
"Hint_Y1_07","Let's go show the permit to the
gatekeeper at the entrance!","Let's go show the permit to the
gatekeeper at the entrance!",""
"Hint_YB_04","So you're not bad to the bone. There
are worse things in life. And besides,
maybe you can BECOME bad to
the bone!","So you're not bad to the bone. There
are worse things in life. And besides,
maybe you can BECOME bad to
the bone!",""
"Hint_O3_08","Let's help move the boiler.","Let's help move the boiler.",""
"Hint_O4_14","Hey, we did well with the pizza, so
I'm sure we can make something
the VIP will like. Let's give it a shot!","Hey, we did well with the pizza, so
I'm sure we can make something
the VIP will like. Let's give it a shot!",""
"Hint_G1_10","Hurry up and nab that giant coin!","Hurry up and nab that giant coin!",""
"Hint_TN_26","We've got to return to Black Bowser's
Castle if we want to rescue
Princess Peach!","We've got to return to Black Bowser's
Castle if we want to rescue
Princess Peach!",""
"Hint_R1_02","I think you ought to take care of
those dancing guys before we
go anywhere else...","I think you ought to take care of
those dancing guys before we
go anywhere else...",""
"Hint_Y1_08","Let's go see the Mountain Sage
at the peak!","Let's go see the Mountain Sage
at the peak!",""
"Hint_YB_05","I know you're bad to the bone, but
you're just so NICE that sometimes
I forget...","I know you're bad to the bone, but
you're just so NICE that sometimes
I forget...",""
"Hint_O3_09","I wonder if we can't move the
coal car up to the rest of the train
by really putting our backs into it
and pushing it from behind.","I wonder if we can't move the
coal car up to the rest of the train
by really putting our backs into it
and pushing it from behind.",""
"Hint_O4_15","What is this, and how are we
supposed to cook it? Maybe we
should try...tenderizing it?","What is this, and how are we
supposed to cook it? Maybe we
should try...tenderizing it?",""
"Hint_TN_27","I wonder if there's some Thing out
there that we can use to grow
that tiny Toad into a Rescue Squad-
sized Toad...","I wonder if there's some Thing out
there that we can use to grow
that tiny Toad into a Rescue Squad-
sized Toad...",""
"Hint_R1_03","Those slurpers were slurping the
color right out of the ground!  Not only is that immoral, it's just
really unsanitary!","Those slurpers were slurping the
color right out of the ground!  Not only is that immoral, it's just
really unsanitary!",""
"Hint_Y1_09","Let's go complain to the gatekeeper!","Let's go complain to the gatekeeper!",""
"Hint_YB_06","Whoa! This isn't fair! We're going to
have to tip the scales in our favor
somehow. Maybe there's an item
around here that can help us...","Whoa! This isn't fair! We're going to
have to tip the scales in our favor
somehow. Maybe there's an item
around here that can help us...",""
"Hint_V2_13","If we could just get a strong wind
going behind the boat, I bet we
could ship off.","If we could just get a strong wind
going behind the boat, I bet we
could ship off.",""
"Guide_SelectButton","We've already collected a Mini Paint
Star in this course.  Once you've cleared a course, you
can press  to exit the course
whenever you want!","We've already collected a Mini Paint
Star in this course.  Once you've cleared a course, you
can press  to exit the course
whenever you want!",""
"Hint_R1_04","There was a colorless house around
here... I wonder if they've repainted
it yet.  Could someone be living there?","There was a colorless house around
here... I wonder if they've repainted
it yet.  Could someone be living there?",""
"Hint_R2_10","Let's go save what's left of Mr.
Justice Toad's dignity.","Let's go save what's left of Mr.
Justice Toad's dignity.",""
"Hint_B3_18","We've done everything we can here.
Let's head to Plum Park and find the
teapot!","We've done everything we can here.
Let's head to Plum Park and find the
teapot!",""
"Hint_O4_17","It seems like the customers are
pretty smart about food.
Maybe they have some good ideas
about how to cook that steak!","It seems like the customers are
pretty smart about food.
Maybe they have some good ideas
about how to cook that steak!",""
"Hint_V3_20","Let's ask the resident of the house.
He might know what to do about the
gigantic whirlpool.","Let's ask the resident of the house.
He might know what to do about the
gigantic whirlpool.",""
"Hint_R1_05","That Shy Guy is making off with the
Mini Paint Star's paint! After him!","That Shy Guy is making off with the
Mini Paint Star's paint! After him!",""
"Hint_R2_11","OK, let's go give that item we just
found to Justice Toad...before
he gets arrested.","OK, let's go give that item we just
found to Justice Toad...before
he gets arrested.",""
"Hint_B3_19","Room 201 seems to be...missing.
Well, if it WERE here, where would
it be?","Room 201 seems to be...missing.
Well, if it WERE here, where would
it be?",""
"Hint_YB_08","We need to win the Battle Royal to
get the Big Paint Star, so get back
out there as soon as you're ready.","We need to win the Battle Royal to
get the Big Paint Star, so get back
out there as soon as you're ready.",""
"Hint_O4_18","OK, let's take the Mini Paint Star!
I'm sure that we'll find a Big Paint
Star next!","OK, let's take the Mini Paint Star!
I'm sure that we'll find a Big Paint
Star next!",""
"Hint_G2_20","We should be able to fit into that
pipe now. Let's go!","We should be able to fit into that
pipe now. Let's go!",""
"Hint_V2_15","Pay close attention, Mario! I have
a feeling you're going to have to
master firing those cannons.","Pay close attention, Mario! I have
a feeling you're going to have to
master firing those cannons.",""
"DR_NoCoin"," You don't have enough coins."," You don't have enough coins.",""
"Hint_R1_06","Something seems a bit...off...about
that sign, don't you think? The
one with a picture of a Shy Guy
on it...","Something seems a bit...off...about
that sign, don't you think? The
one with a picture of a Shy Guy
on it...",""
"Hint_R2_12","Justice Toad's dignity is fading
fast. Let's track down the rest of
his stuff.","Justice Toad's dignity is fading
fast. Let's track down the rest of
his stuff.",""
"Hint_YB_09","Have you heard people whispering
about the Thing that was stolen
from Marmalade Valley?  Supposedly it's in the Golden
Coliseum somewhere...","Have you heard people whispering
about the Thing that was stolen
from Marmalade Valley?  Supposedly it's in the Golden
Coliseum somewhere...",""
"Hint_O2_10","Right now, we just need to focus
on finding all of the blue Rescue
Toads.","Right now, we just need to focus
on finding all of the blue Rescue
Toads.",""
"Hint_G2_21","OK, let's grab the green Mini Paint
Star!","OK, let's grab the green Mini Paint
Star!",""
"Hint_V2_16","Let's go and look at the hole
that opened up in the cabin.","Let's go and look at the hole
that opened up in the cabin.",""
"Hint_V3_22","Why don't you try hitting those
posts near the whirlpool?","Why don't you try hitting those
posts near the whirlpool?",""
"DR_Closed"," Get another Paint Star first. "," Get another Paint Star first. ",""
"Hint_R1_07","Let's go back to the Mini Paint Star.
I think this Shy Guy is going to help
us repaint it.","Let's go back to the Mini Paint Star.
I think this Shy Guy is going to help
us repaint it.",""
"Hint_R2_13","Justice Toad seems...̠normal again,̠
relatively speaking. So let's go find
some Paint Stars!","Justice Toad seems...̠normal again,̠
relatively speaking. So let's go find
some Paint Stars!",""
"Hint_O2_11","Mario, there's one more Paint Star
in the temple. It's in that scary part
with all of the lava, but we can
make it. We've done it before!","Mario, there's one more Paint Star
in the temple. It's in that scary part
with all of the lava, but we can
make it. We've done it before!",""
"Hint_G2_22","Wait, so that was the SMALL
version of the Sacred Tree?!
That thing must've been
ginormous to begin with!","Wait, so that was the SMALL
version of the Sacred Tree?!
That thing must've been
ginormous to begin with!",""
"Hint_V2_17","Let's set sail for the Lost Sea, Mario!
Ahoy! Avast! And so forth!","Let's set sail for the Lost Sea, Mario!
Ahoy! Avast! And so forth!",""
"Hint_R1_08","All right! The Mini Paint Star is back
in business. What are you waiting
for? Grab it!","All right! The Mini Paint Star is back
in business. What are you waiting
for? Grab it!",""
"Hint_R2_14","The blue Mini Paint Star is too far
away! If only someone around here
could help. Does anyone owe us a
favor?","The blue Mini Paint Star is too far
away! If only someone around here
could help. Does anyone owe us a
favor?",""
"Hint_O2_12","Well, we broke the tracks. But we
got two Mini Paint Stars! You win
some, you lose some. Anyway, I
think we're done here for now.","Well, we broke the tracks. But we
got two Mini Paint Stars! You win
some, you lose some. Anyway, I
think we're done here for now.",""
"Hint_G2_23","Let's find the fragments of that
Mini Paint Star and bring them
back to the pedestal.","Let's find the fragments of that
Mini Paint Star and bring them
back to the pedestal.",""
"Hint_V2_18","OK, let's head through the Lost Sea!
You can check the Sea Journal
from Items in the menu.","OK, let's head through the Lost Sea!
You can check the Sea Journal
from Items in the menu.",""
"Hint_R1_09","I think you need to remove the tape
that's holding down the rolled-up
ground. There's got to be a way to
get over there!","I think you need to remove the tape
that's holding down the rolled-up
ground. There's got to be a way to
get over there!",""
"Hint_R2_15","Think that Justice Toad guy can
really help us? Let's go meet him
at the blue Mini Paint Star.","Think that Justice Toad guy can
really help us? Let's go meet him
at the blue Mini Paint Star.",""
"Hint_B2_20","If it ever seems like you just can't
get somewhere, you can always
try pressing . It never hurts!","If it ever seems like you just can't
get somewhere, you can always
try pressing . It never hurts!",""
"Hint_O2_13","All right, we've found all of the
blue Rescue Toads. Let's get
them to fix the tracks!","All right, we've found all of the
blue Rescue Toads. Let's get
them to fix the tracks!",""
