"Label","String","Translation"
"DisplayHelp_Sound_G2","Sacred Forest","Sacred Forest"
"DisplayHelp_Sound_V3_T2","Island in Violet (Parallel)","Island in Violet (Parallel)"
"DisplayHelp_Sound_G3","Green Energy Plant","Green Energy Plant"
"DisplayHelp_Sound_V3_T3","Fight! (Parallel Mix)","Fight! (Parallel Mix)"
"DisplayHelp_Sound_G4","Mossrock Theater","Mossrock Theater"
"DisplayHelp_Sound_B2_T1","Bloo Bay Beach","Bloo Bay Beach"
"DisplayHelp_Sound_B2_T2","Onstage at Oceanfest","Onstage at Oceanfest"
"DisplayHelp_Sound_O3_T1","Toad Trainworks","Toad Trainworks"
"DisplayHelp_Sound_B2_T3","Toad Shuffle","Toad Shuffle"
"DisplayHelp_Sound_O3_T2","Crane Game","Crane Game"
"DisplayHelp_Sound_B1","Indigo Underground","Indigo Underground"
"DisplayHelp_Sound_B2_T4","On Blissful Beach","On Blissful Beach"
"DisplayHelp_Sound_O3_T3","Fanfare of Revival","Fanfare of Revival"
"DisplayHelp_Sound_B2","Bloo Bay Beach","Bloo Bay Beach"
"DisplayHelp_Sound_B2_T5","Paper Pipeline","Paper Pipeline"
"DisplayHelp_Sound_Y4_T1","Hole in the Sand","Hole in the Sand"
"DisplayHelp_Sound_V1_T1","Plum Park","Plum Park"
"DisplayHelp_Sound_B2_T6","Thing: Fan","Thing: Fan"
"DisplayHelp_Sound_B3","Dark Bloo Inn","Dark Bloo Inn"
"DisplayHelp_Sound_Y4_T2","Snifit Hideout","Snifit Hideout"
"DisplayHelp_Sound_YB_T1","The Golden Coliseum","The Golden Coliseum"
"DisplayHelp_Sound_V1_T2","Poisonous Plum Park","Poisonous Plum Park"
"DisplayHelp_Sound_B4","Cobalt Base","Cobalt Base"
"DisplayHelp_Sound_Y4_T3","Attack of the Pokeys","Attack of the Pokeys"
"DisplayHelp_Sound_YB_T2","Super Smashle Royale","Super Smashle Royale"
"DisplayHelp_Sound_V1_T3","Careless in Love","Careless in Love"
"DisplayHelp_Sound_YB_T3","Iggy Battle","Iggy Battle"
"DisplayHelp_Sound_V1_T4","Soul Rumblings","Soul Rumblings"
"DisplayHelp_Sound_YB_T4","Thing: Ice Pick","Thing: Ice Pick"
"DisplayHelp_Sound_V1_T5","Thing: Teapot","Thing: Teapot"
"DisplayHelp_Sound_YB_T5","Thing: Bottle Opener","Thing: Bottle Opener"
"DisplayHelp_Sound_YB_T6","Prisma Prance Trance","Prisma Prance Trance"
"DisplayHelp_Sound_R4_T1","Redpepper Spa","Redpepper Spa"
"DisplayHelp_Sound_O1_T1","Marmalade Valley","Marmalade Valley"
"DisplayHelp_Sound_R4_T2","Thing: Hair Dryer","Thing: Hair Dryer"
"DisplayHelp_Sound_RB_T1","The Crimson Tower","The Crimson Tower"
"DisplayHelp_Sound_O1_T2","Li'l Princess, Big Bark","Li'l Princess, Big Bark"
"DisplayHelp_Sound_RB_T2","Bowser's Airship Aloft","Bowser's Airship Aloft"
"DisplayHelp_Sound_GB","Emerald Circus","Emerald Circus"
"DisplayHelp_Sound_RB_T3","Boss Incoming!","Boss Incoming!"
"DisplayHelp_Sound_RB_T4","ME WILL ROCK ME","ME WILL ROCK ME"
"DisplayHelp_Sound_RB_T5","You Got the Paint Star!","You Got the Paint Star!"
"DisplayHelp_Sound_RB_T6","Paint Star Memories","Paint Star Memories"
"DisplayHelp_Sound_RB_T7","Thing: Cat-o-Luck","Thing: Cat-o-Luck"
"DisplayHelp_Sound_RB_T8","Prism Samba","Prism Samba"
"DisplayHelp_Sound_KP_T1","Black Bowser's Castle","Black Bowser's Castle"
"DisplayHelp_Sound_KP_T2","Rainbow Road","Rainbow Road"
"DisplayHelp_Sound_BB","Fort Cobalt","Fort Cobalt"
"DisplayHelp_Sound_G4_T1","Mossrock Theater","Mossrock Theater"
"DisplayHelp_Sound_KP_T3","ROYal Rumble","ROYal Rumble"
"DisplayHelp_Sound_G4_T2","The Juggler (Piano)","The Juggler (Piano)"
"DisplayHelp_Sound_KP_T4","Bowser's Theme","Bowser's Theme"
"DisplayHelp_Sound_G4_T3","The Juggler","The Juggler"
"DisplayHelp_Sound_KP_T5","Bowser Battle","Bowser Battle"
"DisplayHelp_Sound_KP_T6","Blackout","Blackout"
"DisplayHelp_Sound_B4_T1","Snifit or Whiffit Theme","Snifit or Whiffit Theme"
"DisplayHelp_Sound_KP_T7","Farewell","Farewell"
"DisplayHelp_Art_T10","Rescue Squad","Rescue Squad"
"DisplayHelp_Sound_B4_T2","Your Answers, Please!","Your Answers, Please!"
"DisplayHelp_Sound_BB_T1","Fort Cobalt","Fort Cobalt"
"DisplayHelp_Sound_KP_T8","Peace Once More","Peace Once More"
"DisplayHelp_Art_T11","Marmalade Valley","Marmalade Valley"
"DisplayHelp_Sound_B4_T3","Look Sharp!","Look Sharp!"
"DisplayHelp_Sound_BB_T2","Shy Guy Squad","Shy Guy Squad"
"DisplayHelp_Sound_Y3_T1","Château Chanterelle","Château Chanterelle"
"DisplayHelp_Art_T12","Kiwano Temple","Kiwano Temple"
"DisplayHelp_Sound_B4_T4","Thing: Instant Camera","Thing: Instant Camera"
"DisplayHelp_Sound_BB_T3","Super Ludship","Super Ludship"
"DisplayHelp_Sound_Y3_T2","Thing: Piggy Bank","Thing: Piggy Bank"
"DisplayHelp_Sound_SP","Special","Special"
"DisplayHelp_Art_T13","Items","Items"
"DisplayHelp_Sound_BB_T4","Battle with Ludwig","Battle with Ludwig"
"DisplayHelp_Art_T14","Coliseum and Chariots","Coliseum and Chariots"
"DisplayHelp_Sound_BB_T5","Prism Waltz","Prism Waltz"
"DisplayHelp_Sound_G2_T1","A Forest So Sacred","A Forest So Sacred"
"DisplayHelp_Art_T15","Princess Peach's Boat","Princess Peach's Boat"
"DisplayHelp_Sound_G2_T2","Goomba 5-Stack Jam","Goomba 5-Stack Jam"
"DisplayHelp_Art_T16","Dark Bloo Inn","Dark Bloo Inn"
"DisplayHelp_Sound_G2_T3","Kickin' the Invincible","Kickin' the Invincible"
"DisplayHelp_Art_T17","Rock Paper Wizard","Rock Paper Wizard"
"DisplayHelp_Sound_R3_T1","Redpepper Volcano","Redpepper Volcano"
"DisplayHelp_Sound_G2_T4","Thing: Turnip","Thing: Turnip"
"DisplayHelp_Art_T18","The Shy Bandit","The Shy Bandit"
"DisplayHelp_Sound_R3_T2","Flame On, Draggadon!","Flame On, Draggadon!"
"DisplayHelp_Art_T19","Roshambo Temple ","Roshambo Temple "
"DisplayHelp_Sound_Y1_T1","Daffodil Peak","Daffodil Peak"
"DisplayHelp_Sound_Y1_T2","The Ranger's Cabin","The Ranger's Cabin"
"DisplayHelp_Sound_Y1_T3","Spinning-Door Game","Spinning-Door Game"
"DisplayHelp_Sound_R1","Ruddy Road","Ruddy Road"
"DisplayHelp_Sound_R2","Cherry Lake","Cherry Lake"
"DisplayHelp_Sound_R3","Redpepper Volcano","Redpepper Volcano"
"DisplayHelp_Sound_R1_T1","Ruddy Road","Ruddy Road"
"DisplayHelp_Sound_R4","Redpepper Crater","Redpepper Crater"
"DisplayHelp_Art_T30","Hole in the Sand","Hole in the Sand"
"DisplayHelp_Sound_R1_T2","Fight!","Fight!"
